ID,Cum GPA,TEAS Count,MaxOfTestScore,PrecEducDesc,failing grade count,DateStart,GradDate,Test Delivery Date,Time to Test (days),Completion Time (days),Grade,Qtr,Year
661,2.71,1,71.3,High School/GED/Some College,0,9/5/2017,12/21/2018,3/8/2019,77.08,472.00,Fail,2019-1,2019
662,2.6,2,78,High School/GED/Some College,1,1/9/2017,8/24/2018,12/5/2018,103.00,592.00,Fail,2018-4,2018
663,3.33,1,68.7,High School/GED/Some College,0,1/9/2017,8/24/2018,11/3/2018,71.00,592.00,Pass,2018-4,2018
664,3.17,1,73.3,Bachelors,0,9/5/2017,12/21/2018,2/27/2019,68.06,472.00,Pass,2019-1,2019
665,2.88,1,70,High School/GED/Some College,0,1/9/2017,4/20/2018,8/1/2018,103.35,466.00,Fail,2018-3,2018
666,3.33,1,82.7,High School/GED/Some College,0,1/9/2017,4/20/2018,6/11/2018,52.33,466.00,Pass,2018-2,2018
667,3.14,1,70,High School/GED/Some College,0,1/9/2017,4/20/2018,6/11/2018,52.33,466.00,Pass,2018-2,2018
668,3.07,1,68,High School/GED/Some College,0,1/8/2018,8/17/2019,11/4/2019,79.00,586.00,Pass,2019-4,2019
669,3.16,1,78.7,High School/GED/Some College,0,1/9/2017,8/24/2018,12/19/2018,117.00,592.00,Pass,2018-4,2018
670,3.45,2,68.7,High School/GED/Some College,0,1/8/2018,4/19/2019,8/1/2019,104.34,466.00,Pass,2019-3,2019
671,2.95,3,68.7,High School/GED/Some College,0,9/10/2018,12/21/2019,2/29/2020,70.00,467.00,Pass,2020-1,2020
672,3.76,1,80,High School/GED/Some College,0,1/9/2017,4/20/2018,6/11/2018,52.58,466.00,Pass,2018-2,2018
673,3.28,1,77.3,High School/GED/Some College,0,1/9/2017,8/24/2018,10/9/2018,46.33,592.00,Pass,2018-4,2018
674,3.28,,,High School/GED/Some College,0,5/15/2017,12/21/2018,2/27/2019,68.34,585.00,Pass,2019-1,2019
675,2.88,2,67.3,High School/GED/Some College,0,1/8/2018,4/19/2019,9/4/2019,138.00,466.00,Fail,2019-3,2019
676,2.97,1,68,High School/GED/Some College,0,1/7/2019,8/29/2020,10/16/2020,48.00,600.00,Fail,2020-4,2020
677,3.6,1,79.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/27/2019,68.52,472.00,Pass,2019-1,2019
678,2.6,1,74.7,High School/GED/Some College,0,1/9/2017,4/20/2018,8/4/2018,106.00,466.00,Fail,2018-3,2018
679,3.66,1,75.3,High School/GED/Some College,0,1/9/2017,4/20/2018,6/4/2018,45.32,466.00,Pass,2018-2,2018
680,3.16,,,Bachelors,0,5/15/2017,12/21/2018,2/6/2019,47.05,585.00,Pass,2019-1,2019
681,3.57,1,76.7,High School/GED/Some College,0,9/10/2018,4/25/2020,10/7/2020,165.58,593.00,Pass,2020-4,2020
682,3,1,69.3,High School/GED/Some College,0,5/14/2018,8/17/2019,10/10/2019,54.00,460.00,Fail,2019-4,2019
683,3.17,1,74.7,High School/GED/Some College,0,1/9/2017,8/24/2018,12/17/2018,115.00,592.00,Fail,2018-4,2018
684,3.29,1,72,High School/GED/Some College,0,1/9/2017,4/20/2018,7/16/2018,87.00,466.00,Pass,2018-3,2018
685,3.57,1,74.7,High School/GED/Some College,0,1/9/2017,4/20/2018,6/4/2018,45.34,466.00,Fail,2018-2,2018
686,3.5,2,85.3,High School/GED/Some College,0,1/9/2017,4/20/2018,5/17/2018,27.51,466.00,Pass,2018-2,2018
687,3,2,76,High School/GED/Some College,0,1/8/2018,4/19/2019,7/24/2019,96.00,466.00,Pass,2019-3,2019
688,3.4,1,69.3,High School/GED/Some College,0,1/9/2017,4/20/2018,6/30/2018,71.65,466.00,Pass,2018-2,2018
689,3.55,1,85.3,High School/GED/Some College,0,1/9/2017,4/20/2018,7/19/2018,90.00,466.00,Pass,2018-3,2018
690,2.93,1,78.7,High School/GED/Some College,0,9/10/2018,12/21/2019,2/18/2020,59.00,467.00,Pass,2020-1,2020
691,3.4,1,80.7,High School/GED/Some College,0,1/9/2017,4/20/2018,5/31/2018,41.45,466.00,Fail,2018-2,2018
692,2.62,2,70.7,High School/GED/Some College,0,9/10/2018,4/25/2020,8/7/2020,104.00,593.00,Pass,2020-3,2020
693,3.07,1,74.7,High School/GED/Some College,0,1/9/2017,4/20/2018,3/27/2019,341.34,466.00,Pass,2019-1,2019
694,3.62,1,82.7,High School/GED/Some College,0,1/9/2017,4/20/2018,7/25/2018,96.00,466.00,Pass,2018-3,2018
695,3.38,1,84,High School/GED/Some College,0,1/9/2017,4/20/2018,6/5/2018,46.33,466.00,Pass,2018-2,2018
696,3.16,1,66,High School/GED/Some College,0,1/8/2018,4/19/2019,8/21/2019,124.00,466.00,Pass,2019-3,2019
697,3.47,1,70.7,High School/GED/Some College,2,1/8/2018,12/21/2019,3/3/2020,73.00,712.00,Pass,2020-1,2020
698,3.03,1,88,High School/GED/Some College,0,9/5/2017,12/21/2018,2/12/2019,53.34,472.00,Fail,2019-1,2019
699,3.83,1,90,High School/GED/Some College,0,1/7/2019,4/25/2020,8/6/2020,103.00,474.00,Pass,2020-3,2020
700,3.57,1,80.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/28/2019,69.46,472.00,Pass,2019-1,2019
701,2.88,2,70,High School/GED/Some College,0,5/14/2018,8/17/2019,10/1/2019,45.33,460.00,Pass,2019-4,2019
702,3.05,2,68,High School/GED/Some College,0,1/8/2018,8/17/2019,10/15/2019,59.00,586.00,Pass,2019-4,2019
703,3.83,1,86,High School/GED/Some College,0,1/7/2019,4/25/2020,7/1/2020,67.00,474.00,Pass,2020-3,2020
704,3.83,1,77.3,High School/GED/Some College,0,5/15/2017,12/21/2018,4/9/2019,109.00,585.00,Pass,2019-2,2019
705,2.79,1,68,High School/GED/Some College,1,5/14/2018,4/25/2020,7/1/2020,67.00,712.00,Fail,2020-3,2020
706,3.47,3,70,High School/GED/Some College,0,1/8/2018,4/19/2019,6/26/2019,68.32,466.00,Pass,2019-2,2019
707,3.16,,,Bachelors,0,9/5/2017,12/21/2018,2/18/2019,59.07,472.00,Pass,2019-1,2019
708,2.95,,,Bachelors,0,5/15/2017,8/24/2018,11/7/2018,75.00,466.00,Fail,2018-4,2018
709,2.59,1,70,High School/GED/Some College,0,5/15/2017,12/21/2018,2/12/2019,53.33,585.00,Pass,2019-1,2019
710,3.03,1,76.7,High School/GED/Some College,0,1/8/2018,4/19/2019,8/7/2019,110.56,466.00,Pass,2019-3,2019
711,3.03,3,70,High School/GED/Some College,0,1/8/2018,4/19/2019,7/27/2019,99.00,466.00,Pass,2019-3,2019
712,3,1,72,High School/GED/Some College,0,9/5/2017,12/21/2018,3/11/2019,80.32,472.00,Fail,2019-1,2019
713,3.09,1,77.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/21/2019,62.33,472.00,Pass,2019-1,2019
714,3.52,1,86.7,High School/GED/Some College,0,5/15/2017,8/24/2018,10/2/2018,39.00,466.00,Pass,2018-4,2018
715,3.59,1,80,High School/GED/Some College,0,1/8/2018,4/19/2019,6/13/2019,55.34,466.00,Pass,2019-2,2019
716,3.35,1,73.3,High School/GED/Some College,0,5/15/2017,8/24/2018,10/11/2018,48.00,466.00,Pass,2018-4,2018
717,2.83,1,72.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/4/2019,45.06,472.00,Fail,2019-1,2019
718,3.05,2,72,High School/GED/Some College,0,9/5/2017,8/17/2019,11/7/2019,82.35,711.00,Fail,2019-4,2019
719,3.33,1,76,High School/GED/Some College,0,5/15/2017,8/24/2018,7/7/2020,683.00,466.00,Pass,2020-3,2020
720,2.4,1,70,High School/GED/Some College,0,9/5/2017,4/19/2019,6/12/2019,54.00,591.00,Fail,2019-2,2019
721,3.57,1,80,High School/GED/Some College,0,5/15/2017,12/21/2018,2/18/2019,59.52,585.00,Pass,2019-1,2019
722,3.6,,,Bachelors,0,5/15/2017,8/24/2018,10/24/2018,61.00,466.00,Pass,2018-4,2018
723,3.57,1,83.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/20/2019,61.07,472.00,Pass,2019-1,2019
724,3.91,1,87.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/25/2019,66.08,472.00,Pass,2019-1,2019
725,2.66,1,68,High School/GED/Some College,1,9/5/2017,8/17/2019,3/14/2020,210.00,711.00,Fail,2020-1,2020
726,2.95,1,73.3,High School/GED/Some College,0,5/15/2017,8/24/2018,10/19/2018,56.00,466.00,Fail,2018-4,2018
727,2.88,1,90,High School/GED/Some College,0,9/5/2017,12/21/2018,3/18/2019,87.33,472.00,Pass,2019-1,2019
728,3.6,1,86.7,High School/GED/Some College,0,5/15/2017,12/21/2018,2/20/2019,61.38,585.00,Pass,2019-1,2019
729,2.81,,,High School/GED/Some College,0,9/5/2017,12/21/2018,3/18/2019,87.52,472.00,Fail,2019-1,2019
730,2.7,1,74,High School/GED/Some College,0,1/8/2018,4/19/2019,6/18/2019,60.00,466.00,Fail,2019-2,2019
731,3.86,1,69.3,High School/GED/Some College,0,9/5/2017,4/19/2019,7/9/2019,81.57,591.00,Pass,2019-3,2019
732,2.78,3,74.7,High School/GED/Some College,1,9/10/2018,4/25/2020,7/22/2020,88.00,593.00,Fail,2020-3,2020
733,3.4,,,High School/GED/Some College,0,1/7/2019,4/25/2020,7/21/2020,87.00,474.00,Pass,2020-3,2020
734,3.18,1,70,High School/GED/Some College,0,9/5/2017,12/21/2018,2/13/2019,54.34,472.00,Pass,2019-1,2019
735,3.43,1,93.3,Bachelors,0,5/15/2017,12/21/2018,2/20/2019,61.34,585.00,Pass,2019-1,2019
736,2.88,1,78,Bachelors,1,9/9/2019,8/29/2020,10/27/2020,59.33,355.00,Pass,2020-4,2020
737,3.74,1,74.7,High School/GED/Some College,0,5/15/2017,8/24/2018,10/30/2018,67.00,466.00,Fail,2018-4,2018
738,2.62,2,66.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/27/2019,68.34,472.00,Fail,2019-1,2019
739,3.03,,,High School/GED/Some College,0,9/5/2017,12/21/2018,2/20/2019,61.53,472.00,Pass,2019-1,2019
740,3.4,,,High School/GED/Some College,0,9/5/2017,12/21/2018,2/27/2019,68.33,472.00,Pass,2019-1,2019
741,3.02,2,72,High School/GED/Some College,0,1/8/2018,4/19/2019,7/27/2019,99.00,466.00,Pass,2019-3,2019
742,3.17,3,71.3,High School/GED/Some College,0,1/8/2018,8/17/2019,10/24/2019,68.00,586.00,Fail,2019-4,2019
743,2.64,2,77.3,High School/GED/Some College,0,9/5/2017,4/19/2019,6/10/2019,52.57,591.00,Fail,2019-2,2019
744,3.31,2,76.7,High School/GED/Some College,0,9/5/2017,4/19/2019,6/7/2019,49.00,591.00,Pass,2019-2,2019
745,3.57,1,85.3,High School/GED/Some College,0,5/15/2017,8/24/2018,2/12/2019,172.08,466.00,Pass,2019-1,2019
746,3.53,2,81.3,High School/GED/Some College,0,1/8/2018,4/19/2019,7/2/2019,74.57,466.00,Pass,2019-3,2019
747,3.6,,,Bachelors,0,9/5/2017,12/21/2018,2/14/2019,55.34,472.00,Pass,2019-1,2019
748,2.83,1,79.3,High School/GED/Some College,0,5/15/2017,8/24/2018,10/30/2018,67.00,466.00,Fail,2018-4,2018
749,4,1,92,High School/GED/Some College,0,9/5/2017,12/21/2018,3/5/2019,74.33,472.00,Pass,2019-1,2019
750,3.43,1,75.3,High School/GED/Some College,0,5/15/2017,8/24/2018,10/24/2018,61.00,466.00,Pass,2018-4,2018
751,2.81,2,77.3,High School/GED/Some College,0,5/15/2017,8/24/2018,10/25/2018,62.00,466.00,Fail,2018-4,2018
752,3.14,1,84,High School/GED/Some College,0,9/5/2017,12/21/2018,3/29/2019,98.32,472.00,Pass,2019-1,2019
753,3.29,,,High School/GED/Some College,0,5/15/2017,8/24/2018,10/15/2018,52.00,466.00,Pass,2018-4,2018
754,3.33,1,78,High School/GED/Some College,0,9/5/2017,12/21/2018,1/22/2019,32.33,472.00,Pass,2019-1,2019
755,3.29,2,71.3,High School/GED/Some College,0,1/8/2018,8/17/2019,11/5/2019,80.00,586.00,Pass,2019-4,2019
756,3.29,2,78.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/12/2019,53.07,472.00,Pass,2019-1,2019
757,3.22,1,79.3,High School/GED/Some College,0,5/15/2017,12/21/2018,2/1/2019,42.32,585.00,Pass,2019-1,2019
758,3.74,1,87.3,High School/GED/Some College,0,5/15/2017,8/24/2018,9/14/2018,21.00,466.00,Pass,2018-3,2018
759,3.52,1,71.3,High School/GED/Some College,0,9/5/2017,12/21/2018,3/12/2019,81.45,472.00,Pass,2019-1,2019
760,2.66,2,73.3,High School/GED/Some College,1,1/8/2018,12/21/2019,2/25/2020,66.00,712.00,Fail,2020-1,2020
761,3.53,1,74.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/21/2019,62.06,472.00,Pass,2019-1,2019
762,3.34,1,72.7,High School/GED/Some College,0,1/8/2018,4/19/2019,6/17/2019,59.53,466.00,Pass,2019-2,2019
763,3.78,1,87.3,High School/GED/Some College,0,5/15/2017,8/24/2018,10/27/2018,64.00,466.00,Pass,2018-4,2018
764,3.59,1,78.7,High School/GED/Some College,0,5/15/2017,8/24/2018,10/3/2018,40.00,466.00,Pass,2018-4,2018
765,3.45,1,74.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/20/2019,61.08,472.00,Pass,2019-1,2019
766,3.15,1,90.7,High School/GED/Some College,1,9/5/2017,4/19/2019,5/28/2019,39.00,591.00,Pass,2019-2,2019
767,3.36,1,78,Bachelors,0,9/5/2017,12/21/2018,2/27/2019,68.07,472.00,Pass,2019-1,2019
768,4,1,86.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/4/2019,45.04,472.00,Pass,2019-1,2019
769,3.36,1,68,High School/GED/Some College,0,9/10/2018,4/25/2020,7/14/2020,80.00,593.00,Pass,2020-3,2020
770,3.74,,,Bachelors,0,9/5/2017,4/19/2019,7/11/2019,83.00,591.00,Pass,2019-3,2019
771,2.4,1,83.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/20/2019,61.34,472.00,Fail,2019-1,2019
772,2.83,1,70,High School/GED/Some College,0,9/5/2017,12/21/2018,3/25/2019,94.33,472.00,Fail,2019-1,2019
773,2.93,1,71.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/4/2019,45.06,472.00,Pass,2019-1,2019
774,3.43,1,74.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/14/2019,55.05,472.00,Pass,2019-1,2019
775,3.74,1,69.3,High School/GED/Some College,0,9/5/2017,12/21/2018,1/29/2019,39.07,472.00,Pass,2019-1,2019
776,3.19,,,High School/GED/Some College,0,1/8/2018,4/19/2019,6/13/2019,55.00,466.00,Pass,2019-2,2019
777,2.53,1,68.7,High School/GED/Some College,1,9/5/2017,12/21/2019,3/16/2020,86.00,837.00,Fail,2020-1,2020
778,2.78,1,79.3,High School/GED/Some College,0,9/10/2018,4/25/2020,7/24/2020,90.00,593.00,Pass,2020-3,2020
779,3.34,3,84.7,High School/GED/Some College,0,5/14/2018,12/21/2019,5/7/2020,138.00,586.00,Fail,2020-2,2020
780,3.09,1,80.7,High School/GED/Some College,0,1/8/2018,4/19/2019,1/13/2020,269.33,466.00,Pass,2020-1,2020
781,2.95,1,67.3,High School/GED/Some College,0,1/8/2018,4/19/2019,6/26/2019,68.00,466.00,Pass,2019-2,2019
782,2.81,1,76.7,High School/GED/Some College,0,5/15/2017,8/24/2018,11/14/2018,82.00,466.00,Pass,2018-4,2018
783,3.43,1,79.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/20/2019,61.34,472.00,Pass,2019-1,2019
784,2.69,1,74,High School/GED/Some College,0,5/15/2017,8/24/2018,10/31/2018,68.00,466.00,Fail,2018-4,2018
785,2.78,1,74.7,High School/GED/Some College,0,9/5/2017,12/21/2018,7/11/2019,202.00,472.00,Pass,2019-3,2019
786,3.29,1,86.7,High School/GED/Some College,0,9/5/2017,12/21/2018,3/14/2019,83.08,472.00,Fail,2019-1,2019
787,3.74,1,86.7,High School/GED/Some College,0,5/15/2017,8/24/2018,9/25/2018,32.00,466.00,Pass,2018-3,2018
788,3.08,1,75.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/20/2019,61.34,472.00,Pass,2019-1,2019
789,2.78,1,68.7,High School/GED/Some College,0,5/15/2017,8/24/2018,10/30/2018,67.45,466.00,Fail,2018-4,2018
790,2.94,1,68.7,High School/GED/Some College,0,5/15/2017,8/24/2018,11/15/2018,83.00,466.00,Fail,2018-4,2018
791,3.36,1,72.7,Associates,0,5/15/2017,8/24/2018,10/31/2018,68.00,466.00,Pass,2018-4,2018
792,3.19,1,68,High School/GED/Some College,0,9/5/2017,12/21/2018,2/12/2019,53.08,472.00,Pass,2019-1,2019
793,2.64,1,60.7,High School/GED/Some College,0,9/5/2017,4/19/2019,6/10/2019,52.46,591.00,Pass,2019-2,2019
794,3.22,1,75.3,Bachelors,0,9/5/2017,12/21/2018,2/22/2019,63.33,472.00,Pass,2019-1,2019
795,3.12,1,78,High School/GED/Some College,0,9/10/2018,12/21/2019,2/26/2020,67.32,467.00,Pass,2020-1,2020
796,3.57,1,82,High School/GED/Some College,0,9/5/2017,4/19/2019,6/10/2019,52.00,591.00,Pass,2019-2,2019
797,3.26,1,77.3,High School/GED/Some College,0,5/15/2017,8/24/2018,11/29/2018,97.00,466.00,Pass,2018-4,2018
798,3.43,,,High School/GED/Some College,0,9/5/2017,12/21/2018,2/1/2019,42.06,472.00,Pass,2019-1,2019
799,3.17,2,69.3,High School/GED/Some College,0,9/5/2017,12/21/2018,3/18/2019,87.34,472.00,Pass,2019-1,2019
800,3.36,1,84.7,Bachelors,0,9/10/2018,12/21/2019,2/25/2020,66.00,467.00,Pass,2020-1,2020
801,2.86,1,82.7,High School/GED/Some College,0,9/5/2017,4/19/2019,6/27/2019,69.00,591.00,Fail,2019-2,2019
802,3.86,1,87.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/18/2019,59.07,472.00,Pass,2019-1,2019
803,3.57,1,74.7,High School/GED/Some College,0,1/8/2018,8/17/2019,10/21/2019,65.00,586.00,Pass,2019-4,2019
804,3.12,1,84,High School/GED/Some College,0,9/5/2017,12/21/2018,2/12/2019,53.33,472.00,Pass,2019-1,2019
805,3.03,2,69.3,Associates,0,9/5/2017,12/21/2018,4/18/2019,118.00,472.00,Fail,2019-2,2019
806,3.09,1,68,High School/GED/Some College,0,9/5/2017,12/21/2018,3/15/2019,84.33,472.00,Pass,2019-1,2019
807,3.57,1,80.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/20/2019,61.09,472.00,Pass,2019-1,2019
808,3.52,1,73.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/1/2019,42.47,472.00,Pass,2019-1,2019
809,2.76,,,Bachelors,0,9/5/2017,12/21/2018,1/22/2019,32.42,472.00,Fail,2019-1,2019
810,2.74,1,78,High School/GED/Some College,0,5/14/2018,12/21/2019,4/2/2020,103.00,586.00,Pass,2020-2,2020
811,3.8,1,90.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/9/2019,50.35,472.00,Pass,2019-1,2019
812,2.64,4,64,High School/GED/Some College,0,1/8/2018,8/17/2019,11/13/2019,88.00,586.00,Pass,2019-4,2019
813,2.85,1,74.7,High School/GED/Some College,0,9/5/2017,12/21/2018,3/4/2019,73.31,472.00,Pass,2019-1,2019
814,3.78,1,75.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/9/2019,50.05,472.00,Pass,2019-1,2019
815,3.66,1,77.3,High School/GED/Some College,0,9/5/2017,12/21/2018,1/29/2019,39.07,472.00,Pass,2019-1,2019
816,3.42,1,72,High School/GED/Some College,0,9/5/2017,12/21/2018,2/13/2019,54.32,472.00,Pass,2019-1,2019
817,2.88,3,68,High School/GED/Some College,0,9/10/2018,12/21/2019,3/28/2020,98.35,467.00,Pass,2020-1,2020
818,3.86,1,71.3,High School/GED/Some College,0,9/5/2017,4/19/2019,6/26/2019,68.00,591.00,Pass,2019-2,2019
819,2.6,1,76.7,High School/GED/Some College,0,1/8/2018,8/17/2019,11/30/2019,105.00,586.00,Fail,2019-4,2019
820,3.33,1,70,Bachelors,0,9/5/2017,12/21/2018,2/7/2019,48.33,472.00,Pass,2019-1,2019
821,3.1,1,86,High School/GED/Some College,0,9/5/2017,12/21/2018,2/16/2019,57.32,472.00,Pass,2019-1,2019
822,3.1,1,72,High School/GED/Some College,0,9/5/2017,4/19/2019,6/10/2019,52.00,591.00,Fail,2019-2,2019
823,3.34,1,83.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/20/2019,61.33,472.00,Pass,2019-1,2019
824,3.07,,,High School/GED/Some College,0,1/8/2018,4/19/2019,6/20/2019,62.56,466.00,Pass,2019-2,2019
825,3.1,1,80,High School/GED/Some College,0,1/8/2018,8/17/2019,10/8/2019,52.00,586.00,Pass,2019-4,2019
826,2.83,1,72,High School/GED/Some College,0,1/8/2018,8/17/2019,10/8/2019,52.00,586.00,Fail,2019-4,2019
827,2.97,1,82,High School/GED/Some College,0,9/5/2017,12/21/2018,2/18/2019,59.37,472.00,Pass,2019-1,2019
828,3.31,1,68,High School/GED/Some College,0,9/5/2017,12/21/2018,2/13/2019,54.08,472.00,Pass,2019-1,2019
829,2.69,2,73.3,High School/GED/Some College,0,1/7/2019,4/25/2020,6/15/2020,51.00,474.00,Pass,2020-2,2020
830,3.26,2,68,High School/GED/Some College,0,9/5/2017,12/21/2018,3/12/2019,81.06,472.00,Pass,2019-1,2019
831,3.14,1,70,High School/GED/Some College,0,5/14/2018,12/21/2019,2/15/2020,56.00,586.00,Pass,2020-1,2020
832,2.65,3,70.7,High School/GED/Some College,0,5/14/2018,8/17/2019,2/12/2020,179.33,460.00,Fail,2020-1,2020
833,3.78,1,70,High School/GED/Some College,0,9/10/2018,12/21/2019,2/29/2020,70.33,467.00,Pass,2020-1,2020
834,3.86,1,78,High School/GED/Some College,0,9/5/2017,12/21/2018,1/28/2019,38.08,472.00,Pass,2019-1,2019
835,2.84,1,68.7,High School/GED/Some College,0,1/8/2018,12/21/2019,12/8/2020,353.00,712.00,Fail,2020-4,2020
836,2.5,1,72.7,Associates,2,1/8/2018,4/25/2020,8/25/2020,122.00,838.00,Fail,2020-3,2020
837,3.69,1,90.7,Bachelors,0,9/5/2017,12/21/2018,2/14/2019,55.08,472.00,Pass,2019-1,2019
838,3.4,,,Bachelors,0,9/5/2017,4/19/2019,8/2/2019,105.00,591.00,Pass,2019-3,2019
839,2.41,3,67.3,High School/GED/Some College,0,1/8/2018,8/17/2019,7/27/2020,345.00,586.00,Fail,2020-3,2020
840,3.47,1,76.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/26/2019,67.33,472.00,Pass,2019-1,2019
841,2.72,2,68,High School/GED/Some College,0,1/8/2018,4/19/2019,7/9/2019,81.00,466.00,Pass,2019-3,2019
842,3.26,1,78.8,High School/GED/Some College,0,9/5/2017,12/21/2018,3/11/2019,80.48,472.00,Pass,2019-1,2019
843,3.21,1,85.3,High School/GED/Some College,0,9/5/2017,12/21/2018,3/8/2019,77.09,472.00,Pass,2019-1,2019
844,3.92,1,84.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/6/2019,47.09,472.00,Pass,2019-1,2019
845,3.05,1,72.7,High School/GED/Some College,0,1/8/2018,4/19/2019,6/25/2019,67.34,466.00,Fail,2019-2,2019
846,3.03,1,79.3,High School/GED/Some College,0,9/5/2017,12/21/2018,3/26/2019,95.06,472.00,Pass,2019-1,2019
847,3.44,1,71.3,High School/GED/Some College,0,5/14/2018,8/17/2019,10/28/2019,72.00,460.00,Pass,2019-4,2019
848,3.26,1,82.7,High School/GED/Some College,0,9/5/2017,12/21/2018,1/30/2019,40.07,472.00,Pass,2019-1,2019
849,3,1,68,High School/GED/Some College,0,9/5/2017,12/21/2018,2/1/2019,42.49,472.00,Pass,2019-1,2019
850,4,,,High School/GED/Some College,0,9/5/2017,4/19/2019,5/14/2019,25.00,591.00,Pass,2019-2,2019
851,2.83,3,90,High School/GED/Some College,1,5/14/2018,12/21/2019,6/9/2020,171.49,586.00,Fail,2020-2,2020
852,3.28,2,76,High School/GED/Some College,0,9/5/2017,12/21/2018,2/12/2019,53.09,472.00,Pass,2019-1,2019
853,3.07,2,82,High School/GED/Some College,0,5/14/2018,12/21/2019,3/25/2020,95.00,586.00,Fail,2020-1,2020
854,2.93,1,86,High School/GED/Some College,1,9/10/2018,4/25/2020,7/14/2020,80.00,593.00,Fail,2020-3,2020
855,2.62,1,69.3,High School/GED/Some College,0,1/8/2018,8/17/2019,3/3/2020,199.60,586.00,Fail,2020-1,2020
856,2.55,6,68,High School/GED/Some College,0,5/14/2018,8/17/2019,12/10/2019,115.00,460.00,Pass,2019-4,2019
857,3.68,1,89.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/20/2019,61.36,472.00,Pass,2019-1,2019
858,2.62,2,67.3,High School/GED/Some College,0,9/5/2017,12/21/2018,3/18/2019,87.34,472.00,Fail,2019-1,2019
859,2.52,2,66.7,High School/GED/Some College,1,9/5/2017,4/19/2019,6/22/2020,430.00,591.00,Fail,2020-2,2020
860,3.64,1,86,Bachelors,0,9/5/2017,12/21/2018,2/12/2019,53.34,472.00,Fail,2019-1,2019
861,3.19,1,90.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/27/2019,68.46,472.00,Pass,2019-1,2019
862,3.22,1,70,High School/GED/Some College,0,1/8/2018,4/19/2019,6/5/2019,47.00,466.00,Pass,2019-2,2019
863,4,1,91.3,High School/GED/Some College,0,1/8/2018,4/19/2019,6/18/2019,60.00,466.00,Pass,2019-2,2019
864,2.98,1,78,High School/GED/Some College,0,9/5/2017,12/21/2018,2/27/2019,68.07,472.00,Pass,2019-1,2019
865,3.22,1,82,High School/GED/Some College,0,1/8/2018,4/19/2019,6/25/2019,67.00,466.00,Pass,2019-2,2019
866,3.45,1,82.7,High School/GED/Some College,0,1/8/2018,4/19/2019,6/25/2019,67.00,466.00,Pass,2019-2,2019
867,3.02,1,75.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/5/2019,46.08,472.00,Fail,2019-1,2019
868,2.52,2,71.3,High School/GED/Some College,1,9/5/2017,8/17/2019,12/19/2019,124.00,711.00,Pass,2019-4,2019
869,3.1,1,76.7,High School/GED/Some College,0,9/5/2017,4/19/2019,8/21/2019,124.00,591.00,Pass,2019-3,2019
870,3.05,1,74,High School/GED/Some College,0,9/5/2017,12/21/2018,2/12/2019,53.53,472.00,Pass,2019-1,2019
871,3.09,1,72.7,High School/GED/Some College,0,1/7/2019,4/25/2020,7/15/2020,81.00,474.00,Pass,2020-3,2020
872,3.64,,,Bachelors,0,9/5/2017,4/19/2019,7/19/2019,91.00,591.00,Pass,2019-3,2019
873,2.6,1,75.3,High School/GED/Some College,0,1/8/2018,4/19/2019,11/18/2019,213.00,466.00,Fail,2019-4,2019
874,3,2,64.7,High School/GED/Some College,0,9/10/2018,12/21/2019,4/3/2020,104.00,467.00,Fail,2020-2,2020
875,2.5,2,79.3,High School/GED/Some College,2,9/5/2017,12/21/2019,2/25/2020,66.00,837.00,Fail,2020-1,2020
876,3.91,1,82,High School/GED/Some College,0,9/5/2017,12/21/2018,1/29/2019,39.33,472.00,Pass,2019-1,2019
877,2.48,2,66,High School/GED/Some College,0,1/8/2018,8/17/2019,12/23/2019,128.00,586.00,Fail,2019-4,2019
878,2.97,2,68.7,High School/GED/Some College,0,9/5/2017,4/19/2019,11/13/2019,208.00,591.00,Pass,2019-4,2019
879,3.69,1,86,High School/GED/Some College,0,9/5/2017,12/21/2018,2/12/2019,53.06,472.00,Pass,2019-1,2019
