ID,Cum GPA,TEAS Count,MaxOfTestScore,PrecEducDesc,failing grade count,DateStart,GradDate,Test Delivery Date,Time to Test (days),Completion Time (days),Grade,Qtr,Year
1,2.84,1,76,High School/GED/Some College,0,9/6/2016,4/20/2018,11/15/2018,209.00,591.00,Pass,2018-4,2018
2,3.14,1,74.7,High School/GED/Some College,0,9/10/2018,12/21/2019,3/3/2020,73.00,467.00,Pass,2020-1,2020
3,2.58,,,High School/GED/Some College,0,,5/1/2009,3/29/2019,3619.34,39934.00,Pass,2019-1,2019
4,3.45,,,High School/GED/Some College,0,,4/21/2017,5/27/2017,36.34,42846.00,Pass,2017-2,2017
5,3.22,1,75.3,High School/GED/Some College,0,5/18/2015,12/16/2016,3/10/2017,84.51,578.00,Pass,2017-1,2017
6,3.29,2,77.3,High School/GED/Some College,0,9/5/2017,4/19/2019,6/18/2019,60.00,591.00,Fail,2019-2,2019
7,3.38,2,72.7,Associates,0,1/7/2019,8/29/2020,11/17/2020,80.33,600.00,Pass,2020-4,2020
8,3.2,1,74,High School/GED/Some College,0,5/15/2017,8/24/2018,10/29/2018,66.49,466.00,Pass,2018-4,2018
9,2.95,2,68.7,High School/GED/Some College,0,1/9/2017,4/20/2018,6/11/2018,52.34,466.00,Pass,2018-2,2018
10,2.84,2,72.7,High School/GED/Some College,0,5/15/2017,4/19/2019,5/29/2019,40.52,704.00,Pass,2019-2,2019
11,2.78,2,74,High School/GED/Some College,0,9/6/2016,12/15/2017,12/19/2018,369.00,465.00,Fail,2018-4,2018
12,2.79,3,74,High School/GED/Some College,0,9/6/2016,4/20/2018,8/14/2018,116.00,591.00,Fail,2018-3,2018
13,2.81,1,68.7,High School/GED/Some College,0,9/10/2018,4/25/2020,7/17/2020,83.00,593.00,Pass,2020-3,2020
14,2.71,5,66,High School/GED/Some College,0,1/9/2017,12/21/2018,3/11/2019,80.33,711.00,Pass,2019-1,2019
15,2.6,2,68.7,High School/GED/Some College,0,1/9/2017,8/24/2018,11/19/2018,87.00,592.00,Pass,2018-4,2018
16,2.67,1,51.8,High School/GED/Some College,0,1/11/2016,8/25/2017,5/9/2018,257.59,592.00,Pass,2018-2,2018
17,3.27,2,68.7,Associates,1,5/18/2015,12/16/2016,4/19/2017,124.58,578.00,Fail,2017-2,2017
18,2.76,2,73.3,High School/GED/Some College,0,5/14/2018,8/17/2019,1/22/2020,158.00,460.00,Fail,2020-1,2020
19,2.63,1,75.3,High School/GED/Some College,1,9/6/2016,4/20/2018,8/4/2018,106.33,591.00,Fail,2018-3,2018
20,2.9,,,High School/GED/Some College,0,5/15/2017,12/21/2018,3/5/2019,74.35,585.00,Pass,2019-1,2019
21,3.22,,,High School/GED/Some College,0,1/9/2017,4/20/2018,7/7/2018,78.00,466.00,Pass,2018-3,2018
22,3.26,1,75.3,High School/GED/Some College,3,9/2/2014,4/20/2018,8/20/2018,122.00,1326.00,Pass,2018-3,2018
23,2.74,1,76,High School/GED/Some College,0,1/8/2018,8/17/2019,6/16/2020,304.00,586.00,Pass,2020-2,2020
24,2.98,2,73.3,High School/GED/Some College,0,9/5/2017,4/19/2019,7/16/2019,88.00,591.00,Fail,2019-3,2019
25,2.81,1,73.3,High School/GED/Some College,0,9/5/2017,4/19/2019,7/11/2019,83.00,591.00,Pass,2019-3,2019
26,3.21,1,76,High School/GED/Some College,0,5/6/2019,8/29/2020,10/26/2020,58.00,481.00,Pass,2020-4,2020
27,3.29,1,81.3,High School/GED/Some College,0,9/10/2018,12/21/2019,3/10/2020,80.00,467.00,Pass,2020-1,2020
28,2.17,,,High School/GED/Some College,2,1/8/2018,4/25/2020,8/31/2020,128.00,838.00,Pass,2020-3,2020
29,3.28,2,68,High School/GED/Some College,0,9/10/2018,4/25/2020,8/6/2020,103.00,593.00,Pass,2020-3,2020
30,3.14,1,70.7,High School/GED/Some College,0,1/7/2019,8/29/2020,12/18/2020,111.00,600.00,Pass,2020-4,2020
31,2.55,1,71.3,Bachelors,0,8/31/2015,4/21/2017,12/19/2017,242.34,599.00,Fail,2017-4,2017
32,3.12,,,High School/GED/Some College,0,9/6/2016,12/15/2017,2/6/2018,53.53,465.00,Pass,2018-1,2018
33,3.36,1,70.7,High School/GED/Some College,0,8/31/2015,4/21/2017,6/19/2017,59.34,599.00,Pass,2017-2,2017
34,3,,,High School/GED/Some College,0,1/11/2016,4/21/2017,9/21/2017,153.33,466.00,Pass,2017-3,2017
35,3.22,1,74.7,High School/GED/Some College,0,1/7/2019,4/25/2020,8/21/2020,118.00,474.00,Pass,2020-3,2020
36,3.43,3,68,High School/GED/Some College,0,1/11/2016,4/21/2017,6/14/2017,54.58,466.00,Pass,2017-2,2017
37,3.81,2,70.7,High School/GED/Some College,0,9/6/2016,4/20/2018,9/6/2018,139.00,591.00,Pass,2018-3,2018
38,3.33,1,80.7,High School/GED/Some College,0,5/16/2016,12/15/2017,2/15/2018,62.59,578.00,Pass,2018-1,2018
39,3.56,1,82.7,Bachelors,0,8/31/2015,4/21/2017,6/1/2017,41.33,599.00,Pass,2017-2,2017
40,2.84,5,71.3,High School/GED/Some College,0,5/16/2016,12/15/2017,10/18/2018,307.00,578.00,Fail,2018-4,2018
41,3.19,3,72,High School/GED/Some College,0,5/16/2016,8/25/2017,11/16/2017,83.56,466.00,Pass,2017-4,2017
42,3.86,1,82,Bachelors,0,8/31/2015,4/21/2017,6/1/2017,41.34,599.00,Pass,2017-2,2017
43,2.7,1,80.7,Bachelors,2,1/5/2015,12/16/2016,4/4/2017,109.34,711.00,Pass,2017-2,2017
44,3.17,2,72.7,High School/GED/Some College,0,5/18/2015,12/16/2016,3/22/2017,96.36,578.00,Pass,2017-1,2017
45,2.91,1,68,High School/GED/Some College,0,9/5/2017,4/19/2019,6/10/2019,52.32,591.00,Fail,2019-2,2019
46,3.12,2,68,High School/GED/Some College,0,1/9/2017,8/24/2018,6/7/2019,287.00,592.00,Fail,2019-2,2019
47,3.09,,,High School/GED/Some College,0,1/11/2016,8/25/2017,7/21/2018,330.00,592.00,Pass,2018-3,2018
48,3.97,,,Bachelors,0,9/6/2016,12/15/2017,2/13/2018,60.33,465.00,Pass,2018-1,2018
49,3.07,,,High School/GED/Some College,0,5/16/2016,12/15/2017,1/29/2018,45.33,578.00,Pass,2018-1,2018
50,3.5,1,76.7,High School/GED/Some College,0,5/18/2015,12/16/2016,2/7/2017,53.33,578.00,Pass,2017-1,2017
51,2.83,2,74.7,High School/GED/Some College,0,1/11/2016,8/25/2017,12/26/2017,123.48,592.00,Pass,2017-4,2017
52,3.4,1,68,Associates,0,5/18/2015,12/16/2016,2/23/2017,69.54,578.00,Pass,2017-1,2017
53,3.48,1,68.7,High School/GED/Some College,0,1/8/2018,4/19/2019,6/18/2019,60.00,466.00,Pass,2019-2,2019
54,3.43,1,78,High School/GED/Some College,0,5/15/2017,8/24/2018,10/31/2018,68.00,466.00,Pass,2018-4,2018
55,2.91,2,68,High School/GED/Some College,1,8/31/2015,12/16/2016,2/3/2017,49.35,473.00,Fail,2017-1,2017
56,3.02,,,High School/GED/Some College,0,1/8/2018,8/17/2019,10/22/2019,66.00,586.00,Pass,2019-4,2019
57,3.66,2,84,High School/GED/Some College,0,1/9/2017,8/24/2018,10/11/2018,48.00,592.00,Pass,2018-4,2018
58,3.02,,,High School/GED/Some College,0,9/6/2016,4/20/2018,11/13/2018,207.00,591.00,Pass,2018-4,2018
59,2.72,,,Bachelors,0,1/9/2017,4/20/2018,6/18/2018,59.56,466.00,Pass,2018-2,2018
60,3.28,3,86,High School/GED/Some College,0,9/5/2017,4/19/2019,8/21/2019,124.00,591.00,Fail,2019-3,2019
61,3.22,1,76,Associates,1,9/2/2014,12/16/2016,4/20/2017,125.52,836.00,Fail,2017-2,2017
62,2.57,3,70,High School/GED/Some College,0,8/31/2015,12/16/2016,3/1/2017,75.34,473.00,Pass,2017-1,2017
63,3.03,1,88,High School/GED/Some College,0,5/15/2017,12/21/2018,2/20/2019,61.07,585.00,Pass,2019-1,2019
64,3.22,1,68.7,Associates,0,8/31/2015,4/21/2017,7/12/2017,82.32,599.00,Pass,2017-3,2017
65,3.28,1,86,Bachelors,0,5/18/2015,12/16/2016,2/4/2017,50.38,578.00,Pass,2017-1,2017
66,3,1,72.7,High School/GED/Some College,0,1/8/2018,8/17/2019,11/21/2019,96.00,586.00,Pass,2019-4,2019
67,3.34,2,82,High School/GED/Some College,0,9/6/2016,12/15/2017,2/22/2018,69.58,465.00,Pass,2018-1,2018
68,3.52,1,71.3,High School/GED/Some College,0,9/5/2017,4/19/2019,8/21/2019,124.00,591.00,Fail,2019-3,2019
69,2.92,2,60.7,High School/GED/Some College,1,5/18/2015,4/21/2017,8/10/2017,111.32,704.00,Fail,2017-3,2017
70,3.4,1,71.3,High School/GED/Some College,0,1/7/2019,4/25/2020,7/21/2020,87.00,474.00,Pass,2020-3,2020
71,3.5,2,81.3,High School/GED/Some College,0,9/6/2016,4/20/2018,7/14/2018,85.39,591.00,Pass,2018-3,2018
72,3.02,4,76,Associates,0,8/31/2015,4/21/2017,9/21/2017,153.35,599.00,Pass,2017-3,2017
73,3.24,2,75.3,Bachelors,0,1/11/2016,4/21/2017,6/1/2017,41.34,466.00,Pass,2017-2,2017
74,3.21,2,68.7,High School/GED/Some College,0,9/5/2017,4/19/2019,7/2/2019,74.00,591.00,Pass,2019-3,2019
75,3.45,1,78,High School/GED/Some College,0,1/8/2018,8/17/2019,9/27/2019,41.00,586.00,Pass,2019-3,2019
76,2.55,1,78.7,Bachelors,1,1/11/2016,4/21/2017,5/7/2018,381.34,466.00,Pass,2018-2,2018
77,3.14,2,76,High School/GED/Some College,0,9/5/2017,4/19/2019,6/19/2019,61.08,591.00,Fail,2019-2,2019
78,2.71,1,76.7,Associates,0,8/31/2015,12/16/2016,3/21/2017,95.50,473.00,Pass,2017-1,2017
79,2.66,1,70,High School/GED/Some College,0,9/6/2016,4/20/2018,6/26/2018,67.33,591.00,Fail,2018-2,2018
80,3.41,1,81.3,High School/GED/Some College,3,5/16/2016,12/15/2017,2/21/2018,68.34,578.00,Pass,2018-1,2018
81,3.02,1,64,High School/GED/Some College,0,1/8/2018,8/17/2019,10/2/2019,46.58,586.00,Pass,2019-4,2019
82,3.16,1,70.7,Associates,0,8/31/2015,12/16/2016,1/21/2017,36.34,473.00,Pass,2017-1,2017
83,3.38,1,84,High School/GED/Some College,0,1/11/2016,8/25/2017,10/23/2017,59.59,592.00,Pass,2017-4,2017
84,3.29,1,70.7,High School/GED/Some College,0,9/6/2016,12/15/2017,4/11/2018,117.41,465.00,Pass,2018-2,2018
85,3.07,3,70.7,High School/GED/Some College,0,1/11/2016,8/25/2017,12/12/2017,109.61,592.00,Pass,2017-4,2017
86,3.29,2,69.3,High School/GED/Some College,0,8/31/2015,4/21/2017,6/30/2017,70.32,599.00,Pass,2017-2,2017
87,3.22,2,68,Associates,0,5/18/2015,12/16/2016,3/28/2017,102.58,578.00,Pass,2017-1,2017
88,3.07,,,High School/GED/Some College,0,1/11/2016,8/25/2017,12/14/2017,111.35,592.00,Pass,2017-4,2017
89,3.1,1,75.3,High School/GED/Some College,0,9/6/2016,4/20/2018,8/14/2018,116.00,591.00,Fail,2018-3,2018
90,3.43,2,85.3,Bachelors,0,8/31/2015,12/16/2016,2/16/2017,62.33,473.00,Pass,2017-1,2017
91,2.59,2,68.7,High School/GED/Some College,0,5/15/2017,4/19/2019,8/7/2019,110.00,704.00,Fail,2019-3,2019
92,3.03,3,68.7,High School/GED/Some College,0,1/9/2017,4/20/2018,10/22/2018,185.00,466.00,Pass,2018-4,2018
93,2.79,,,High School/GED/Some College,0,5/14/2018,12/21/2019,2/14/2020,55.00,586.00,Fail,2020-1,2020
94,3.34,,,Masters,0,9/10/2018,4/25/2020,7/13/2020,79.00,593.00,Pass,2020-3,2020
95,3.17,,,High School/GED/Some College,0,1/11/2016,8/25/2017,12/21/2017,118.57,592.00,Pass,2017-4,2017
96,3.02,1,88.7,Bachelors,0,1/11/2016,4/21/2017,6/19/2017,59.59,466.00,Pass,2017-2,2017
97,3.42,2,71.3,Bachelors,0,8/31/2015,4/21/2017,6/21/2017,61.33,599.00,Pass,2017-2,2017
98,2.83,3,76.7,High School/GED/Some College,1,9/2/2014,8/26/2016,5/10/2017,257.50,724.00,Fail,2017-2,2017
99,3.03,2,68.7,High School/GED/Some College,0,9/6/2016,4/20/2018,1/5/2019,260.35,591.00,Pass,2019-1,2019
100,3.4,1,81.3,Bachelors,0,1/9/2017,4/20/2018,7/13/2018,84.52,466.00,Pass,2018-3,2018
101,3.29,2,68.7,Bachelors,0,5/18/2015,12/16/2016,3/11/2017,85.54,578.00,Fail,2017-1,2017
102,2.78,,,High School/GED/Some College,0,1/4/2016,8/25/2017,3/15/2018,202.41,599.00,Pass,2018-1,2018
103,3.28,1,84.7,High School/GED/Some College,2,9/2/2014,12/15/2017,7/3/2018,200.00,1200.00,Pass,2018-3,2018
104,3.14,2,70.7,High School/GED/Some College,2,1/6/2014,12/12/2015,7/5/2017,571.59,705.00,Fail,2017-3,2017
105,3.6,1,74,High School/GED/Some College,0,9/10/2018,4/25/2020,8/10/2020,107.00,593.00,Fail,2020-3,2020
106,2.72,,,High School/GED/Some College,0,8/31/2015,4/21/2017,10/23/2017,185.57,599.00,Pass,2017-4,2017
107,2.93,3,82.7,Associates,0,8/26/2013,12/12/2015,5/31/2017,536.35,838.00,Pass,2017-2,2017
108,3.33,,,Bachelors,0,1/11/2016,4/21/2017,6/5/2017,45.33,466.00,Pass,2017-2,2017
109,3,1,79.3,High School/GED/Some College,1,1/9/2017,4/19/2019,12/28/2019,253.00,830.00,Pass,2019-4,2019
110,2.84,1,68.7,Bachelors,2,1/5/2015,8/26/2016,3/2/2017,188.38,599.00,Fail,2017-1,2017
111,2.48,3,78.7,High School/GED/Some College,0,9/10/2018,4/25/2020,7/15/2020,81.00,593.00,Pass,2020-3,2020
112,3.6,1,80,Bachelors,0,1/11/2016,4/21/2017,6/16/2017,56.33,466.00,Pass,2017-2,2017
113,2.85,,,Associates,1,5/18/2015,12/16/2016,12/11/2017,360.35,578.00,Pass,2017-4,2017
114,4,1,88,Bachelors,0,8/31/2015,12/16/2016,1/20/2017,35.33,473.00,Pass,2017-1,2017
115,2.88,1,74,Associates,1,5/18/2015,12/16/2016,3/16/2017,90.33,578.00,Pass,2017-1,2017
116,2.9,3,72,Associates,0,8/31/2015,4/21/2017,7/31/2017,101.34,599.00,Pass,2017-3,2017
117,3.47,1,76.7,High School/GED/Some College,0,1/8/2018,8/17/2019,9/19/2019,33.00,586.00,Pass,2019-3,2019
118,2.79,2,67.3,Associates,1,5/18/2015,4/21/2017,9/30/2017,162.54,704.00,Fail,2017-3,2017
119,2.89,2,78.7,High School/GED/Some College,0,8/31/2015,4/21/2017,8/16/2017,117.48,599.00,Fail,2017-3,2017
120,3.41,1,76,Associates,0,8/31/2015,12/16/2016,7/23/2018,584.00,473.00,Fail,2018-3,2018
121,2.62,1,73.3,High School/GED/Some College,0,9/6/2016,4/20/2018,7/3/2018,74.00,591.00,Fail,2018-3,2018
122,3.29,1,70,High School/GED/Some College,0,5/14/2018,8/17/2019,9/21/2019,35.00,460.00,Pass,2019-3,2019
123,2.78,1,73.3,High School/GED/Some College,0,9/6/2016,4/20/2018,3/15/2019,329.46,591.00,Pass,2019-1,2019
124,3.38,1,75.3,High School/GED/Some College,0,5/18/2015,12/16/2016,2/24/2017,70.34,578.00,Pass,2017-1,2017
125,2.83,2,74,High School/GED/Some College,0,5/16/2016,8/25/2017,12/14/2017,111.34,466.00,Fail,2017-4,2017
126,3.02,4,72,Associates,0,5/18/2015,12/16/2016,3/2/2017,76.58,578.00,Pass,2017-1,2017
127,2.78,2,61.3,High School/GED/Some College,0,9/5/2017,4/19/2019,8/5/2020,474.00,591.00,Pass,2020-3,2020
128,2.64,1,75.3,Associates,2,1/5/2015,12/16/2016,3/30/2017,104.51,711.00,Pass,2017-1,2017
129,3.31,2,76.7,High School/GED/Some College,2,1/5/2015,12/16/2016,2/7/2017,53.58,711.00,Pass,2017-1,2017
130,3.34,2,77.3,High School/GED/Some College,0,9/5/2017,4/19/2019,6/11/2019,53.00,591.00,Fail,2019-2,2019
131,3.64,1,78,High School/GED/Some College,0,8/31/2015,4/21/2017,6/17/2017,57.50,599.00,Pass,2017-2,2017
132,3.03,1,88.7,High School/GED/Some College,0,8/31/2015,4/21/2017,6/19/2017,59.58,599.00,Pass,2017-2,2017
133,3.07,1,78.7,High School/GED/Some College,1,5/5/2014,4/30/2016,1/24/2017,269.32,726.00,Pass,2017-1,2017
134,2.9,2,72,Bachelors,1,1/5/2015,8/26/2016,3/28/2017,214.49,599.00,Fail,2017-1,2017
135,2.93,4,62.7,High School/GED/Some College,1,8/31/2015,12/15/2017,5/22/2018,158.57,837.00,Fail,2018-2,2018
136,3.02,2,70.7,Associates,0,1/11/2016,8/25/2017,12/26/2017,123.51,592.00,Fail,2017-4,2017
137,3.1,1,68.7,Bachelors,0,8/31/2015,12/16/2016,2/16/2017,62.34,473.00,Pass,2017-1,2017
138,3.31,1,66.7,High School/GED/Some College,0,9/10/2018,12/21/2019,2/18/2020,59.00,467.00,Pass,2020-1,2020
139,2.95,3,73.3,High School/GED/Some College,0,1/8/2018,8/17/2019,12/19/2019,124.00,586.00,Fail,2019-4,2019
140,3.93,1,80.7,High School/GED/Some College,0,9/10/2018,4/25/2020,6/5/2020,41.00,593.00,Pass,2020-2,2020
141,2.91,2,71.3,High School/GED/Some College,1,8/31/2015,4/20/2018,11/1/2018,195.00,963.00,Fail,2018-4,2018
142,3.31,1,68.7,Associates,0,8/31/2015,4/21/2017,6/27/2017,67.57,599.00,Pass,2017-2,2017
143,3.34,1,73.3,High School/GED/Some College,0,1/11/2016,4/21/2017,6/26/2017,66.48,466.00,Pass,2017-2,2017
144,2.87,1,79.3,Bachelors,1,5/18/2015,12/16/2016,2/1/2017,47.45,578.00,Pass,2017-1,2017
145,2.83,2,80.7,High School/GED/Some College,0,9/6/2016,12/15/2017,2/12/2018,59.32,465.00,Fail,2018-1,2018
146,3.33,1,80.7,High School/GED/Some College,0,1/11/2016,8/25/2017,10/31/2017,67.35,592.00,Pass,2017-4,2017
147,2.9,1,68.7,High School/GED/Some College,0,9/6/2016,4/20/2018,7/13/2018,84.00,591.00,Pass,2018-3,2018
148,3.69,1,86,High School/GED/Some College,0,5/18/2015,12/16/2016,3/16/2017,90.59,578.00,Pass,2017-1,2017
149,3.1,1,78.7,High School/GED/Some College,0,8/31/2015,4/21/2017,6/5/2017,45.32,599.00,Fail,2017-2,2017
150,2.74,2,66.7,High School/GED/Some College,0,9/6/2016,12/15/2017,5/29/2018,165.33,465.00,Fail,2018-2,2018
151,2.72,1,71.3,High School/GED/Some College,0,8/31/2015,12/16/2016,3/21/2017,95.32,473.00,Pass,2017-1,2017
152,2.98,1,78.7,High School/GED/Some College,0,1/11/2016,4/21/2017,9/12/2017,144.56,466.00,Pass,2017-3,2017
153,3.36,2,67.3,High School/GED/Some College,0,8/31/2015,4/21/2017,6/12/2017,52.32,599.00,Pass,2017-2,2017
154,3.05,1,72,High School/GED/Some College,0,5/18/2015,12/16/2016,2/7/2017,53.32,578.00,Fail,2017-1,2017
155,3.34,1,73.3,High School/GED/Some College,0,5/16/2016,8/25/2017,10/13/2017,49.32,466.00,Pass,2017-4,2017
156,2.93,2,65.3,High School/GED/Some College,0,8/31/2015,12/16/2016,5/11/2017,146.49,473.00,Pass,2017-2,2017
157,2.53,3,69.3,High School/GED/Some College,2,5/15/2017,4/19/2019,8/13/2019,116.00,704.00,Pass,2019-3,2019
158,2.91,1,71.3,High School/GED/Some College,0,9/5/2017,4/19/2019,7/9/2019,81.00,591.00,Fail,2019-3,2019
159,3.1,1,76.7,High School/GED/Some College,0,8/31/2015,12/16/2016,3/29/2017,103.53,473.00,Fail,2017-1,2017
160,2.91,1,78,High School/GED/Some College,0,8/31/2015,12/16/2016,2/14/2017,60.33,473.00,Pass,2017-1,2017
161,3.84,1,88,High School/GED/Some College,0,8/31/2015,12/16/2016,2/23/2017,69.58,473.00,Pass,2017-1,2017
162,2.55,1,78,High School/GED/Some College,2,1/5/2015,12/16/2016,4/3/2017,108.34,711.00,Pass,2017-2,2017
163,2.76,1,68.7,Associates,1,9/2/2014,4/30/2016,1/27/2017,272.34,606.00,Pass,2017-1,2017
164,2.53,1,66,High School/GED/Some College,0,1/8/2018,8/17/2019,10/24/2019,68.00,586.00,Fail,2019-4,2019
165,2.84,2,74,Bachelors,0,5/18/2015,12/16/2016,2/22/2017,68.32,578.00,Pass,2017-1,2017
166,3.55,1,82,High School/GED/Some College,0,9/6/2016,4/20/2018,6/18/2018,59.33,591.00,Pass,2018-2,2018
167,3.43,1,79.3,High School/GED/Some College,0,1/8/2018,4/19/2019,6/13/2019,55.00,466.00,Pass,2019-2,2019
168,2.75,1,68.7,High School/GED/Some College,1,9/6/2016,8/24/2018,2/26/2019,186.45,717.00,Pass,2019-1,2019
169,3.45,1,77.3,High School/GED/Some College,1,9/6/2016,8/24/2018,9/20/2018,27.54,717.00,Pass,2018-3,2018
170,3.17,2,72.7,High School/GED/Some College,1,8/31/2015,4/21/2017,9/8/2017,140.34,599.00,Pass,2017-3,2017
171,3.22,2,66.7,High School/GED/Some College,0,8/31/2015,12/16/2016,2/3/2017,49.33,473.00,Pass,2017-1,2017
172,3.62,1,86,Masters,0,5/18/2015,12/16/2016,3/31/2017,105.33,578.00,Pass,2017-1,2017
173,3.91,1,76,High School/GED/Some College,0,9/6/2016,12/15/2017,2/6/2018,53.32,465.00,Pass,2018-1,2018
174,2.78,3,69.3,High School/GED/Some College,1,5/16/2016,4/20/2018,8/14/2018,116.00,704.00,Pass,2018-3,2018
175,3.12,1,73.3,High School/GED/Some College,0,5/18/2015,12/16/2016,2/14/2017,60.33,578.00,Pass,2017-1,2017
176,2.78,2,63.3,Bachelors,0,8/31/2015,4/21/2017,7/10/2017,80.32,599.00,Fail,2017-3,2017
177,2.74,1,68,High School/GED/Some College,0,1/11/2016,4/21/2017,6/16/2017,56.34,466.00,Pass,2017-2,2017
178,3.45,1,70.7,Associates,0,9/10/2018,4/25/2020,7/14/2020,80.00,593.00,Fail,2020-3,2020
179,3.1,5,72.7,High School/GED/Some College,0,5/16/2016,12/15/2017,3/6/2018,81.45,578.00,Pass,2018-1,2018
180,2.81,2,67.3,Associates,0,1/8/2018,12/21/2019,6/17/2020,179.00,712.00,Pass,2020-2,2020
181,3.4,1,71.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/18/2019,59.34,472.00,Pass,2019-1,2019
182,3.51,1,75.3,High School/GED/Some College,0,8/31/2015,4/21/2017,6/1/2017,41.33,599.00,Pass,2017-2,2017
183,3.72,,,Masters,0,5/14/2018,12/21/2019,2/13/2020,54.00,586.00,Pass,2020-1,2020
184,3.17,2,78.7,Associates,0,1/7/2019,8/29/2020,12/17/2020,110.00,600.00,Pass,2020-4,2020
185,2.98,,,High School/GED/Some College,0,9/6/2016,4/20/2018,6/30/2018,71.64,591.00,Fail,2018-2,2018
186,3,4,68.7,High School/GED/Some College,0,1/11/2016,8/25/2017,1/16/2018,144.51,592.00,Fail,2018-1,2018
187,2.57,2,71.3,High School/GED/Some College,3,1/11/2016,12/15/2017,4/19/2018,125.34,704.00,Fail,2018-2,2018
188,2.88,1,76,Associates,0,8/31/2015,4/21/2017,7/13/2017,83.58,599.00,Pass,2017-3,2017
189,2.84,2,71.3,High School/GED/Some College,1,1/11/2016,12/15/2017,4/11/2018,117.45,704.00,Pass,2018-2,2018
190,3.08,2,67.3,High School/GED/Some College,0,8/31/2015,4/21/2017,8/29/2017,130.33,599.00,Fail,2017-3,2017
191,3.03,1,67.3,Bachelors,0,8/31/2015,12/16/2016,2/10/2017,56.56,473.00,Pass,2017-1,2017
192,3.26,3,75.3,High School/GED/Some College,0,1/8/2018,4/19/2019,6/25/2019,67.00,466.00,Fail,2019-2,2019
193,3.43,1,85.3,Bachelors,0,8/31/2015,4/21/2017,6/1/2017,41.48,599.00,Pass,2017-2,2017
194,2.73,3,72.7,High School/GED/Some College,1,1/11/2016,8/25/2017,4/26/2018,244.44,592.00,Pass,2018-2,2018
195,3.5,1,74,Bachelors,0,5/18/2015,12/16/2016,2/25/2017,71.57,578.00,Pass,2017-1,2017
196,3.34,1,77.3,High School/GED/Some College,0,8/31/2015,12/16/2016,2/3/2017,49.32,473.00,Pass,2017-1,2017
197,3.47,2,69.3,Bachelors,0,1/11/2016,8/25/2017,10/13/2017,49.58,592.00,Pass,2017-4,2017
198,2.94,1,70.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/14/2019,55.32,472.00,Fail,2019-1,2019
199,3.17,,,Bachelors,0,1/8/2018,8/17/2019,12/23/2019,128.00,586.00,Fail,2019-4,2019
200,3.33,1,88,High School/GED/Some College,0,8/31/2015,12/16/2016,2/7/2017,53.32,473.00,Pass,2017-1,2017
201,3.21,1,82,High School/GED/Some College,0,8/31/2015,12/16/2016,2/21/2017,67.34,473.00,Pass,2017-1,2017
202,2.85,2,68,High School/GED/Some College,1,5/18/2015,4/21/2017,8/5/2017,106.34,704.00,Pass,2017-3,2017
203,2.97,1,70.7,Bachelors,0,5/18/2015,12/16/2016,2/7/2017,53.58,578.00,Fail,2017-1,2017
204,3.36,1,76,High School/GED/Some College,0,8/31/2015,12/16/2016,2/8/2017,54.54,473.00,Pass,2017-1,2017
205,2.62,2,72.7,High School/GED/Some College,0,9/6/2016,12/15/2017,4/6/2018,112.34,465.00,Pass,2018-2,2018
206,2.67,5,72,High School/GED/Some College,1,8/31/2015,4/21/2017,8/5/2017,106.49,599.00,Pass,2017-3,2017
207,3.05,,,Bachelors,0,8/31/2015,12/16/2016,2/16/2017,62.54,473.00,Pass,2017-1,2017
208,3.91,1,90.7,Masters,0,9/6/2016,4/20/2018,9/22/2018,155.00,591.00,Pass,2018-3,2018
209,2.84,1,76,Bachelors,0,1/11/2016,4/21/2017,2/1/2018,286.33,466.00,Fail,2018-1,2018
210,2.76,1,68.7,High School/GED/Some College,0,1/8/2018,8/17/2019,10/29/2019,73.00,586.00,Fail,2019-4,2019
211,3.62,1,84,High School/GED/Some College,0,9/6/2016,12/15/2017,2/21/2018,68.32,465.00,Pass,2018-1,2018
212,3.47,,,High School/GED/Some College,0,1/11/2016,4/21/2017,6/12/2017,52.32,466.00,Pass,2017-2,2017
213,2.92,1,72.7,High School/GED/Some College,1,9/6/2016,4/20/2018,5/31/2018,41.33,591.00,Fail,2018-2,2018
214,2.98,1,84.7,Bachelors,2,1/5/2015,12/16/2016,2/2/2017,48.34,711.00,Pass,2017-1,2017
215,2.84,2,78.7,High School/GED/Some College,0,5/15/2017,8/24/2018,10/19/2018,56.00,466.00,Pass,2018-4,2018
216,3.41,1,80.7,High School/GED/Some College,0,9/6/2016,12/15/2017,2/24/2018,71.58,465.00,Pass,2018-1,2018
217,2.84,1,82,High School/GED/Some College,0,1/11/2016,8/25/2017,8/21/2018,361.56,592.00,Fail,2018-3,2018
218,3.78,1,95.3,Bachelors,0,1/11/2016,4/21/2017,5/18/2017,27.51,466.00,Pass,2017-2,2017
219,2.67,1,92.7,Bachelors,0,8/31/2015,12/16/2016,5/1/2017,136.47,473.00,Pass,2017-2,2017
220,3.07,1,80.7,Associates,0,5/18/2015,12/16/2016,2/10/2017,56.56,578.00,Pass,2017-1,2017
221,3.14,1,70.7,High School/GED/Some College,0,8/31/2015,8/25/2017,12/9/2017,106.52,725.00,Fail,2017-4,2017
222,3.45,1,82.7,Bachelors,0,1/11/2016,4/21/2017,6/21/2017,61.59,466.00,Pass,2017-2,2017
